Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,GW_Match_Paint_ID,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,Comparison_Page,Match_Distance,Match_Confidence,Match_Method,AK_Match_Code,AK_Match_Name,Vallejo_Model_Match_Code,Vallejo_Model_Match_Name,Vallejo_Game_Match_Code,Vallejo_Game_Match_Name,Match_Source,Review_Flag,Review_Notes,Normalized_Paint_Type_Helper,Speedpaint_Match_Count,Speedpaint_Resolved_Count,Speedpaint_Hex_Fill_Source,Top_Match_Company,Top_Match_Brand,Top_Match_Product_Line,Top_Match_Paint_Type,Top_Match_Paint_ID,Top_Match_Name,Top_Match_Hex,Top_Match_RGB,Top_Match_Similarity,AP_Internal_Match_Paint_ID,AP_Internal_Match_Name,AP_Internal_Match_Product_Line,AP_Internal_Match_Hex,AP_Internal_Match_RGB,AP_Internal_Match_Similarity,Pro_Acryl_Match_Paint_ID,Pro_Acryl_Match_Name,Pro_Acryl_Match_Hex,Pro_Acryl_Match_RGB,Pro_Acryl_Match_Similarity,Speedpaint_Data_Source,AK_Match_Paint_ID,AK_Match_Hex,AK_Match_RGB,AK_Match_Similarity,Vallejo_Model_Match_Paint_ID,Vallejo_Model_Match_Hex,Vallejo_Model_Match_RGB,Vallejo_Model_Match_Similarity,Vallejo_Game_Match_Paint_ID,Vallejo_Game_Match_Hex,Vallejo_Game_Match_RGB,Vallejo_Game_Match_Similarity
AP_SPEEDPAINT_BONY_MATTER,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Bony Matter,BONY_MATTER,#9C8855,156,136,85,"156,136,85",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#9C8855,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,,,71.291,US Earth Yellow,72.034,Bone White,,,,Speedpaint,14,8,Inferred from Vallejo Model Air US Earth Yellow (97.1% similar),Vallejo,Model Air,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_US_EARTH_YELLOW,US Earth Yellow,#9C8855,"156,136,85",97.1,AP_FANATIC_TOMB_KING_TAN,Tomb King Tan,Fanatic,,,95.5,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,,,,VAL_MODEL_AIR_US_EARTH_YELLOW,#9C8855,"156,136,85",97.1,VAL_GAME_COLOR_BONE_WHITE,#D3C89D,"211,200,157",97
AP_SPEEDPAINT_BRAZEN_COPPER,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Brazen Copper,BRAZEN_COPPER,,,,,,Speedpaint Metallic,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred,,,,,,,,A3_Speedpaint_Practical_Naming_Chart.pdf,,,,,,,,,,,,,Speedpaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_SPEEDPAINT_BRIGHT_RED,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Bright Red,BRIGHT_RED,#E1431E,225,67,30,"225,67,30",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#E1431E,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,AK-11085,Cadmium Red,71.086,Light Red,72.009,Hot Orange,,,,Speedpaint,9,7,Inferred from Vallejo Model Air Light Red (97.6% similar),Vallejo,Model Air,Model Air,Acrylic Paint,VAL_MODEL_AIR_LIGHT_RED,Light Red,#E1431E,"225,67,30",97.6,AP_FANATIC_SACRED_SCARLET,Sacred Scarlet,Fanatic,,,98.3,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_CADMIUM_RED,#E8592F,232:89:47,96.9,VAL_MODEL_AIR_LIGHT_RED,#E1431E,"225,67,30",97.6,VAL_GAME_COLOR_HOT_ORANGE,#E43027,"228,48,39",97.5
AP_SPEEDPAINT_BROADSWORD_SILVER,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Broadsword Silver,BROADSWORD_SILVER,,,,,,Speedpaint Metallic,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred,,,,,,,,A3_Speedpaint_Practical_Naming_Chart.pdf,,,,,,,,,,,,,Speedpaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_SPEEDPAINT_BROWNISH_DECAY,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Brownish Decay,BROWNISH_DECAY,#705A23,112,90,35,"112,90,35",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#705A23,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,Medium,,AK-11126,Green-Brown,,,,,,,,Speedpaint,4,3,Inferred from AK Interactive 3rd Gen Acrylic Green-Brown (96.3% similar),AK Interactive,AK 3rd Gen,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_GREEN_BROWN,Green-Brown,#705A23,112:90:35,96.3,,,,,,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_GREEN_BROWN,#705A23,112:90:35,96.3,,,,,,,,
AP_SPEEDPAINT_BURNISHED_RED,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Burnished Red,BURNISHED_RED,#390008,57,0,8,"57,0,8",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#390008,GW_BASE_THONDIA_BROWN,Thondia Brown,Base,Base,#493435,"73, 52, 53",ArmyCrafter Speedpaint similarity pages (copied to DOCX),70.6,Medium,96.4% similarity,AK-11097,Burnt Red,71.271,German Red Brown,72.402,Dwarf Skin,ArmyCrafter Speedpaint Similarity,,,Speedpaint,12,11,Inferred from Vallejo Model Air German Red Brown (98.1% similar),Vallejo,Model Air,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_GERMAN_RED_BROWN,German Red Brown,#390008,"57,0,8",98.1,AP_FANATIC_LEATHER_BROWN,Leather Brown,Fanatic,#764823,"118,72,35",96.5,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_BURNT_RED,#523125,82:49:37,96.3,VAL_MODEL_AIR_GERMAN_RED_BROWN,#390008,"57,0,8",98.1,VAL_XPRESS_COLOR_DWARF_SKIN,#ECA67A,"236,166,122",96.2
AP_SPEEDPAINT_BURNT_MOSS,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Burnt Moss,BURNT_MOSS,#4D5E54,77,94,84,"77,94,84",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#4D5E54,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,AK-11164,Dark Blue Grey,71.014,Gunship Green,,,,,,Speedpaint,9,8,Inferred from AK Interactive 3rd Gen Acrylic Dark Blue Grey (97.9% similar),AK Interactive,AK 3rd Gen,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_DARK_BLUE_GREY,Dark Blue Grey,#4D5E54,77:94:84,97.9,,,,,,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_DARK_BLUE_GREY,#4D5E54,77:94:84,97.9,VAL_MODEL_AIR_GUNSHIP_GREEN,#3D685E,"61,104,94",97,,,,
AP_SPEEDPAINT_CAMO_CLOAK,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Camo Cloak,CAMO_CLOAK,#5A9E32,90,158,50,"90,158,50",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#5A9E32,GW_LAYER_LOREN_FOREST,Loren Forest,Layer,Layer,#50702D,"80, 112, 45",ArmyCrafter Speedpaint similarity pages (copied to DOCX),47.34,Medium,95.8% similarity,AK-11149,Intermediate Green,,,72.415,Orc Skin,ArmyCrafter Speedpaint Similarity,,,Speedpaint,9,7,Inferred from Vallejo Xpress Color Orc Skin (97.0% similar),Vallejo,Xpress Color,Xpress Color,Contrast-style acrylic,VAL_XPRESS_COLOR_ORC_SKIN,Orc Skin,#5A9E32,"90,158,50",97,AP_AIR_ARMY_GREEN,Army Green,Air,#6E7645,"110,118,69",96.6,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_INTERMEDIATE_GREEN,#506F32,80:111:50,95.7,,,,,VAL_XPRESS_COLOR_ORC_SKIN,#5A9E32,"90,158,50",97
AP_SPEEDPAINT_CARIBBEAN_OCEAN,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Caribbean Ocean,CARIBBEAN_OCEAN,,,,,,Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred,,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,Medium,,,,,,,,,,,Speedpaint,4,1,,Army Painter,Warpaints Fanatic,Fanatic,Acrylic,AP_FANATIC_TURQUOISE_SIREN,Turquoise Siren,,,95.9,AP_FANATIC_TURQUOISE_SIREN,Turquoise Siren,Fanatic,,,95.9,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,,,,,,,,,,,
AP_SPEEDPAINT_CARMINE_DRAGON,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Carmine Dragon,CARMINE_DRAGON,,,,,,Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred,,,,,,,,A3_Speedpaint_Practical_Naming_Chart.pdf,,,,,,,,,,,,,Speedpaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_SPEEDPAINT_CHARMING_CHARTREUSE,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Charming Chartreuse,CHARMING_CHARTREUSE,#E4E566,228,229,102,"228,229,102",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#E4E566,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,AK-11128,Luminous Green,70.954,Yellow Green,73.208,Yellow,,,,Speedpaint,9,8,Inferred from Vallejo Game Color Yellow (98.8% similar),Vallejo,Game Color Wash,Game Color Wash,Wash,VAL_GAME_COLOR_WASH_YELLOW,Yellow,#E4E566,"228,229,102",98.8,AP_FANATIC_VIVID_VOLT,Vivid Volt,Fanatic,,,98.9,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_LUMINOUS_GREEN,#CBD641,203:214:65,97.9,VAL_MODEL_COLOR_YELLOW_GREEN,#A9D171,"169,209,113",98.7,VAL_GAME_COLOR_WASH_YELLOW,#E4E566,"228,229,102",98.8
AP_SPEEDPAINT_CLOUDBURST_BLUE,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Cloudburst Blue,CLOUDBURST_BLUE,#27357E,39,53,126,"39,53,126",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#27357E,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,,,71.09,Deep Sky,,,,,,Speedpaint,3,3,Inferred from Vallejo Model Air Deep Sky (99.3% similar),Vallejo,Model Air,Model Air,Acrylic airbrush paint,VAL_MODEL_AIR_DEEP_SKY,Deep Sky,#27357E,"39,53,126",99.3,,,,,,,PA_PRO_ACRYL_PAYNE_S_GREY,Payne’s Grey,#002051,"0,32,81",95.6,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,,,,VAL_MODEL_AIR_DEEP_SKY,#27357E,"39,53,126",99.3,,,,
AP_SPEEDPAINT_CRUSADER_SKIN,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Crusader Skin,CRUSADER_SKIN,#F5A176,245,161,118,"245,161,118",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#F5A176,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,High,,AK-11061,Salmon,70.815,Basic Skin Tone,72.099,Skin Tone,,,,Speedpaint,4,4,Inferred from AK Interactive 3rd Gen Acrylic Salmon (98.1% similar),AK Interactive,AK 3rd Gen,3rd Gen,Acrylic/Metallic comparison color,AK_3GEN_SALMON,Salmon,#F5A176,245:161:118,98.1,,,,,,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),AK_3GEN_SALMON,#F5A176,245:161:118,98.1,VAL_MODEL_COLOR_BASIC_SKIN_TONE,#F0AD82,"240,173,130",95.9,VAL_GAME_COLOR_INK_SKIN_TONE,#E3AB84,"227,171,132",95.2
AP_SPEEDPAINT_DARK_WOOD,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Dark Wood,DARK_WOOD,#432010,67,32,16,"67,32,16",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#432010,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,Medium,,,,,,,,,,,Speedpaint,2,2,Inferred from Army Painter Warpaints Oak Brown (96.3% similar),Army Painter,Warpaints Air,Air,Air,AP_AIR_OAK_BROWN,Oak Brown,#432010,"67,32,16",96.3,AP_AIR_OAK_BROWN,Oak Brown,Air,#432010,"67,32,16",96.3,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,,,,,,,,,,,
AP_SPEEDPAINT_DESOLATE_BROWN,Army Painter,Speedpaint,Speedpaint,SPEEDPAINT,,Desolate Brown,DESOLATE_BROWN,#8D7B55,141,123,85,"141,123,85",Speedpaint,Active/Unknown,A3_Speedpaint_Practical_Naming_Chart.pdf,Official Speedpaint 2.0 practical naming chart; relationships deferred Hex/RG...,#8D7B55,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,Medium,,,,70.879,Green Brown,72.452,Rotten Flesh,,,,Speedpaint,3,3,Inferred from Vallejo Model Color Green Brown (96.4% similar),Vallejo,Model Color,Model Color,Acrylic paint,VAL_MODEL_COLOR_GREEN_BROWN,Green Brown,#8D7B55,"141,123,85",96.4,,,,,,,,,,,,ArmyCrafter Speedpaint similarity pages (copied to DOCX),,,,,VAL_MODEL_COLOR_GREEN_BROWN,#8D7B55,"141,123,85",96.4,VAL_XPRESS_COLOR_ROTTEN_FLESH,#554622,"85,70,34",95
